"x"
-0,3019276829223
-0,30216755636792
-0,302846500784537
-0,363535365916229
-0,550068342741234
-0,70853557443072
-0,640521672147979
-0,654030324877885
-0,653742319501867
-0,655707417886815
-0,969286946384585
-0,860017802126761
-0,91150777258279
-0,918370590953066
-0,721606920758876
-0,705952429260154
-0,701849658832386
-0,994239400047705
-0,831394295220892
-1,01954900176839
-0,89802131718663
-0,625528211840302
-0,608440670088613
-0,604646007655518
-0,424541030290736
-0,533051287765861
-0,601806683375436
-0,215318096935761
-0,134654883080155
-0,149397000776704
-0,147092804237028
-0,421713210444454
-0,241112779853246
-0,635579256199758
-0,483018174598255
-0,540157456095496
-0,538379637065289
-0,536950441647104
-0,857719153018352
-0,746164205550857
-1,04916910103212
-1,06512634989373
-1,00494547248431
-1,00146584006724
-1,00239684752641
-1,25262088250966
-1,33819959618051
-1,35825500405894
-1,26073613054895
-0,97056002476881
-0,958964742284584
-0,954509300325308
-1,18163948502816
-1,19333978336747
-0,896313933354077
-0,6859855387635
-0,455983943436628
-0,492204248387999
-0,488346292634378
-0,626266916336736
-0,602561919700885
-0,594612981926324
-0,669933993497274
-0,435293118525777
-0,483353620513967
-0,479655647145549
-0,666991820835345
-0,589365282579561
-1,05590631932853
-1,12178101290823
-0,99658615114122
-1,02291870197672
-1,02287066412147
-1,27805093208887
-1,04458951352902
-1,17441944507572
-1,31425132420724
-1,12928819907596
-1,08212094203826
-1,07672051628303
-1,17092283300463
-0,807100216856899
-1,27156561467206
-1,11373723940848
-0,620002390116218
-0,649524527649415
-0,6443861281
-0,755581828009403
-0,77131009022299
-0,733295246539244
-0,582983961053474
-0,502601837663926
-0,538727463524075
-0,534333774845579
-0,238259665386024
-0,206551699296133
-0,696588592933099
-0,981180851492901
-0,874990733771021
-0,862501223099849
-0,859658619467903
-1,20251374786754
-1,04227036600728
-1,17641591119559
-1,42490548182045
-1,28409475315048
-1,27892163044641
-1,27017660091101
-1,38041039083368
-1,20310649545765
-1,36231744397229
-1,34086336826723
-1,04680480850267
-1,0244731483136
-1,01404590039096
-0,84992513316015
-0,39171333952798
-0,0702172074873673
-0,248542174788177
-0,193330697071003
-0,220949786643747
-0,212698550363582
-0,560930767190446
-0,617971617944326
-0,809654366255891
-0,591237821603283
-0,337419640316269
-0,325361449090209
-0,321283093406631
-0,660258180951806
-0,756779703111067
-0,83084148479449
-0,887086584383011
-0,925500685341819
-1,00888326238213
-1,00659363430555
-1,12339950402545
-0,881362687316858
-0,537518152091577
-0,329847345096707
-0,737979326988517
-0,751257183098225
-0,743462481628996
-0,743497424087106
-0,612570367395246
-0,815165225691986
-0,485363228372622
0,0965588420251463
-0,21186433732067
-0,221698827664107
-0,140112139481074
0,140881078053705
0,0480555952016511
0,0173032496940514
0,0463552681212573
-0,314381213053183
-0,341632777167142
-0,196368760296856
0,114984761317889
0,353351000285353
0,227581439072008
0,750996412335912
0,163742085312003
0,121594055470058
0,665242993269973
1,08174914358634
1,38382769718149
1,23388184772194
0,694544343309955
0,697453004137857
0,700192206575201
0,716044747114683
0,716866029134511
0,711812679121733
0,709658972082665
0,177563921368512
-0,219008912492158
-0,97074242108762
-0,566128967518798
-0,233222703724136
-0,307391738993657
-0,185652266178267
0,443035608028088
0,206374238917762
-0,406645090029214
-0,4041783510416
-0,154617339767115
-0,171450471245439
-0,247241752362134
-0,308445229488485
-0,707799311439228
-0,72980312268974
-0,600166363945517
-0,439498546225386
-0,217054892077902
-0,685074516719179
-0,64215590508716
-0,941150221169921
-0,958300254973426
-0,972281971065644
-0,693309842471592
-0,839299839870872
-0,719795974498881
-0,416895587611639
-0,707970777488707
-0,711269575889326
-0,646690681151957
-0,253646572539894
-0,157757928874652
-0,212219017814351
0,156187625699723
-0,186558822142205
-0,206706281917158
0,174447146874968
0,356147991524277
0,183287517801646
-0,11469255137575
-0,0264217037058788
0,138574557520302
0,0953955099023275
0,112780196687424
0,115331408622567
0,0269190896922473
-0,213358125742922
0,125772893466617
-0,460912717493439
-0,66379831228529
-0,508864246354424
-0,280426441635411
-0,00785204277903158
0,108786708904353
0,304368380071261
0,229730086271575
0,237970250728312
-0,112526829189412
-0,106361185427621
-0,0324396060043181
0,0484566205435459
0,294615042871405
0,147268980921783
0,155194550755603
0,35308880441851
0,50500917228097
0,171865404604222
0,0888052778853299
0,325920176457586
0,280206583725137
-0,0809110352304906
0,00735025869190881
0,164362631485108
-0,224239980066902
-0,0947855199699839
0,0498944899442592
-0,204189758626971
-0,1983717629368
0,00727559708913332
-0,266599591721685
-0,50338020323806
-0,446831959096252
-0,153424924262041
-0,37522675585963
-0,378989772072764
-0,540590233712284
0,0388023637038887
0,320871884402479
0,118606132875876
0,416250725603988
0,447001193817125
0,457466371656304
0,477240326568235
0,70249157775364
0,753528255143148
0,242352075845867
0,549452847147214
0,356676339161026
0,255243550355345
0,308957628642633
0,462716803481898
0,866209752472541
0,46244046101536
0,455380235862991
0,00892959893656001
-0,120474936530197
0,0112129304609659
0,207665751286439
0,00715293348638305
0,31322872238731
0,917133942389239
0,279143892508925
0,190628085747749
0,116011932151251
-0,126172656790309
0,142592440328663
0,283050778144496
0,636534318788187
0,418427827212251
0,073047015383475
0,0610321448129765
0,402149622657027
0,339284054637923
0,682777951979059
1,07781033912876
1,09240498293761
0,456508002351326
0,659224593517386
0,80387466910117
1,02654198229462
1,13492249561242
1,13610024026633
0,548951351236122
0,361899341342372
0,557996704101448
0,574261856385315
0,431797969690197
0,313225275783376
0,343389646419686
0,080760849126519
0,0333915056400822
0,179963527250092
0,491308437945381
0,770670916110227
0,80942334222812
0,69874307325964
0,353843026329686
0,311478120953749
0,435530021494232
0,677835951860483
0,814193499983766
0,553245769256982
1,29444882670486
0,895935921090459
0,87877497632494
0,889189712106055
1,02930734161091
1,23246437265165
1,08583696528403
1,30476003947563
0,789883465543137
0,748629299807791
0,98040237226952
1,17354604445114
1,01664830855301
1,12882489861058
0,915773821790004
0,702615557977798
0,615162792193719
0,811791571220787
0,901956664982072
1,04433534362881
1,02050547824112
1,16764171840757
0,77381994983362
0,696839380628218
0,946981203834174
1,34006651348828
1,40013158547286
1,14191071347632
1,2113215288062
0,922583371485233
0,908371568622685
1,16405103869917
1,46071638811903
1,58346675747608
1,45117820952874
1,96128016766049
1,76424981719132
1,76000687336027
1,48157483972252
1,45136154937432
1,46214006623107
1,25456327572085
1,17100803702907
1,04350842658982
0,910164080223858
1,04650539226505
1,19753952260137
0,862297514241432
0,873594316972977
1,03932030392623
0,950985642495203
0,961052731231665
0,970670723621916
1,02027079957371
0,902913050903087
0,840652735468275
1,09003482952571
1,04979152988027
1,05890210872583
1,02723544881899
1,12804356461101
1,08827855919229
1,23192352434229
1,45135267618107
1,18501031970146
1,13960503382097
1,41697813629916
1,62378058721001
1,42762134149644
1,12735173161511
1,32051640604638
1,30277448619326
0,898159175743744
1,0399018994047
1,21357040455681
1,02688195134567
0,858723837124703
0,878974346587311
0,621876575862521
0,594033330461611
0,720744589101195
0,85071926455155
0,948051543070786
0,727248044377545
0,733172279779217
0,456846279457092
0,424644937356855
0,891161681299956
0,937771286138942
1,16909208669183
1,01007601126277
1,28208262352351
1,04254303777205
1,05231888017179
0,998019454286578
1,22943024042075
1,20350842579153
1,40687805743344
1,41437428252868
0,930409399718408
0,887224257845515
0,963853153297809
1,25078690159235
1,14975825788001
0,978214758632586
0,927626468829506
0,692961273989865
0,655851466612147
0,691602191033636
0,825278108961889
0,563796514249731
0,504805339243021
0,882787246764993
0,672683542348721
0,685135258349021
0,723809648766175
0,798450810491112
0,84657184116695
0,879047684031009
1,26364489356932
0,842818359736482
0,838615585821055
0,999976294619644
1,24216158788771
1,54186725449546
1,54801651222846
1,89625251030011
1,1217673978528
1,02489156957724
1,0834284326132
1,20163576897614
0,946745470849236
0,927612278984029
0,993151580039327
0,667137402542465
0,643811403922116
0,638957443507252
0,921592760580353
0,481997427486679
0,436233085629795
0,75459428241343
0,595387620139947
0,532504858932448
0,662137217051344
0,629607287985038
0,691207794854072
1,0155878713822
1,03609175404285
0,271945756931409
0,253695207751658
0,569424283292562
0,654814003094458
0,352605292925423
0,709728558655229
1,02733810871017
0,784839656160685
0,719011387127569
0,940333108230468
1,41724099952653
1,26795724731111
1,12064356847793
1,01546298148694
0,998717886644206
1,01104570939791
0,793174244440232
0,702232476973487
0,712857915539537
0,671209826274027
0,606303582808233
0,558043129016286
0,574870737789604
0,600628221219835
0,551847040511942
0,499912763867676
0,627668842013394
0,729082709259376
0,205473899429147
0,159340079115611
0,496951938739145
0,636757870624824
0,351269140843763
0,449356960141093
0,881541376415722
0,620713156594262
0,582104094327975
0,943946657930463
1,26082658129213
0,983955701608184
1,15127786790102
1,54499649646561
0,911711307182077
0,905549751011365
1,02813868602574
1,49337652573797
1,41760830266558
1,143223552385
1,76313894018465
1,22483260981628
1,17787878854226
1,4190498319008
1,59752663168083
1,86162035749358
2,2548747655297
2,2026626155912
1,78168582561865
1,76923845299968
1,77546307827318
1,47368984083393
1,22945780539899
1,24318835046002
0,975279797287246
0,982863469641941
0,62856895544183
0,800481762072451
1,36167850208189
1,15415922962458
1,29256500136446
1,68369081880246
1,37291086404977
1,37025661625621
1,41519298193807
1,58007492732122
1,12273433029164
1,09720463377686
1,27346345363617
1,01651830374498
1,01198597351873
1,07470210586525
1,24480346743417
0,958790208120606
0,859191940646376
0,909135290054434
0,647296510339003
0,643868445282711
0,729044122063505
0,980123366804633
0,954168619582652
0,71781163022263
1,06761839592667
0,803642574876952
0,805812482086651
0,853424954039241
0,746154854699059
0,742406369952946
0,843499396177324
1,42281158923108
1,15039944340568
1,10843773788147
1,29030321492353
1,61660959494906
1,44954015950083
1,40257630093893
1,43377614902656
1,17896541216357
1,17988876972694
1,35845161368693
1,4583003950497
1,44272985861517
1,43996999125731
1,45324797497339
1,47513333221173
1,01831700517343
0,986558861288952
1,31350365876371
0,911085585643626
0,903919626376804
1,28373650112482
1,02973573527049
1,03221455630045
1,14359368526428
1,47704937996884
1,49035100913977
1,47010346137001
1,73132464720105
1,12560004354989
1,12731566273989
1,28288462160635
1,67671138844581
1,75503892089987
1,47284550918446
1,44451218089645
1,1947508769624
1,19508792384335
1,38798608197133
1,6257915279678
1,44717120142744
1,10135602319705
1,21546533914365
0,952450023568499
0,95515384828929
0,980860520960253
0,86709662068814
0,823715438158194
0,859203201291574
1,25111345623221
1,00083962890914
0,759067282851047
1,07262283829019
1,3768486673265
1,60426056611071
1,32233644050082
1,26559816526368
0,966070072135117
0,970993986455902
1,38864200312165
1,68557982530112
1,64094800695539
1,47800996900991
1,89125311918458
1,88590737212906
1,89864823644569
1,64649506981709
1,72801172318261
1,63321501526562
1,98262424488736
1,90722105969401
1,32288414315884
1,3250159762531
1,53485410230122
1,83139358360853
1,83186838314984
1,85270526599142
2,04944271936702
1,58688398155565
1,27413478516476
1,29012162393488
1,40000602874576
1,61372501945476
1,7987316511643
1,99576411583852
1,80008242053977
1,81415839246537
1,32481850251894
1,28331730201603
1,82500468349029
1,90442511960401
2,02870641771418
1,67975904555795
1,63684960692573
1,95642515761993
2,15538190053316
2,36428283368961
1,96198598949391
1,89003960428435
1,86377445060563
1,59822540328851
1,66292201487196
1,58600464186921
1,7301294266084
1,83373675747986
1,6476043335151
1,61415431902056
1,62828468588321
1,44847965656754
1,35249100628568
1,30241353469923
1,38606089927344
1,48890020087739
1,26158824504054
1,26529557491228
1,60019216899216
1,80798338316486
1,81999412778114
1,63619813565602
2,15404098915679
1,88766045508301
1,87649937977354
1,89023554337859
2,09791045199475
2,21827607776701
2,18009451061037
2,24514733628721
1,94728263618097
1,94910265501169
2,01448951241786
2,35617049137747
2,23140483505638
2,00113448310575
2,09980035080404
1,84159308206706
1,84020198873112
1,88248621257616
2,05598215450809
1,95632624225725
1,85675157295894
1,99136319934821
1,7731310069146
1,76561430530597
1,91909798873249
1,84608092606037
2,01479310472346
2,05562230244724
2,17622835606344
1,92681339189019
1,93260603039982
2,28479465190817
2,21531657391134
2,23735426475218
2,59473513427082
2,9938401816444
3,03860198961149
3,04354255609987
2,9633314557114
2,73432306788255
2,5391398007408
2,82297317693653
3,11579369252454
2,69389891551007
2,19045827398846
2,21120565861508
2,2206746196457
2,06726766768267
2,06291299457118
2,17431621744341
1,97439604889429
1,94277717369204
2,0036358669095
1,91392999204349
1,87732606724388
2,05804003740517
2,25173710976499
1,98570189168589
1,99013708315748
2,09845436093698
2,30906743756049
2,26346771893924
2,30523240845864
2,56193924675022
2,26430339511292
2,26725016847513
2,46345707331529
2,87362835457318
2,72762125388428
2,62912259725169
2,74641609389607
2,52063442641632
2,52285001196979
2,54077370682192
2,49696569333052
2,32808559951076
2,07699664683735
2,1601943833646
1,92216781057939
1,92437071239088
1,95448596539701
1,85320570908759
1,80992738253557
1,83041710585095
1,84847883290346
1,6635162445481
1,64693284988807
1,85066647810238
2,21963397473825
2,09699756321611
1,92620064508773
2,18158908427595
1,96929290743796
1,94200081691773
2,09646352266009
2,07537083319558
2,05068549158171
2,21185746105629
2,44831035481439
2,18044511921487
2,16997959191085
2,19207078950469
2,04942548235461
2,13119108641625
2,10452091309856
2,14911409614315
1,91422831657919
1,91694288729978
2,22330973466024
2,1936902110547
2,04009200815603
1,88939829844773
2,01637302583191
1,76160999293068
1,76038552043868
1,89346968959559
1,72446046724979
1,69698314967355
1,96609911055875
2,04063995422352
1,83263588442086
1,80864669203937
1,91701578281321
2,17687485829571
2,0418747767189
2,18984984309036
2,57808235790001
2,31383606832892
2,30314008784991
2,37795255754132
2,18128595252676
2,03707784150725
2,01006151166899
2,21065003990978
2,22720988741606
2,24154105726825
2,49345332846111
2,24833020757553
2,10216164166662
1,8227472877435
1,87991542133744
1,66224179029454
1,65463552742153
1,73680515029806
1,60633775701055
1,61254187720201
1,79107674178064
2,08827428313091
2,08711519165598
2,10298100398083
1,63771583439159
1,9036600994514
1,8628663895913
1,75716733988842
2,28704886852299
1,99090748343943
1,98445176168944
2,15619345081886
2,46434180117752
2,51582733088213
2,48616047706055
2,27213872811017
2,2575161106779
1,97980847445329
2,17426042678304
2,42753019403326
2,20442640605595
2,15707516369339
2,04245322767769
1,78889546021895
1,78589989870437
1,87697132786604
1,70901783225357
1,60687325283598
1,70268388078708
1,79215259406755
1,53990483759706
1,54721672125708
1,7676921596711
2,25080248219809
2,25352244112249
2,22771990300487
2,30352815045403
1,96176147130565
1,97662444267835
2,16766769737782
2,25931144312076
2,42383299622038
2,65507101311359
2,96927012009539
3,01668523633142
3,0414265975094
3,1914837704761
3,44080429902216
3,94311802345803
3,30405899558743
3,23175238935707
2,65913079321203
2,54062768745989
2,84797418384464
2,86792990448324
3,10887512878866
3,52269441720006
3,65669884339275
3,14889366641898
3,14326835809198
3,14938923553182
3,1591481343761
3,16588079937019
2,88179294380436
2,53794963263637
2,21809554839009
2,21347961230584
1,97251665226774
2,02917688467938
2,16902124810506
2,15401631847065
2,55744422615168
2,33176843810795
2,30100815522474
2,60777662428963
2,77983205211887
2,57836541757588
2,25361723584089
2,41261766426951
2,18549862264531
2,18976993467807
2,28942070947358
2,15620675417025
2,05054848667001
2,1681898616496
2,18808273229791
1,94895216948717
1,92485673916771
1,97537715200368
1,91399367181796
1,85427129726469
1,93182898756571
1,99106667981336
1,77134642118705
1,76819918484692
2,17620324295702
2,0692480105135
2,0198903971568
2,1039675196251
2,50191472119463
2,24903792238423
2,23484551152358
2,49583197284589
2,78483388265346
2,73731562866585
2,98309445391582
2,72317417984827
2,43301475997424
2,43518722709131
2,50946953322986
2,53133570291192
2,48845180225694
2,68278113509958
2,68710550321036
2,46063234478004
2,23477578363261
2,31119291346202
2,60562069951056
